Date,Time,Open,High,Low,Close,Volume
20250408,1515,17611.5,17666.5,17576.8,17662.7,7364
20250408,1530,17665.6,17715.7,17651.1,17696.4,4096
20250408,1545,17692.6,17703.2,17656.9,17667.5,2752
20250408,1600,17670.4,17701.2,17640.5,17689.7,2566
20250408,1615,17687.8,17694.5,17595.1,17597,4276
20250408,1630,17598,17613.4,17561.4,17589.3,3598
20250408,1645,17592.2,17643.3,17585.5,17635.6,2056
20250408,1700,17634.7,17636.6,17586.5,17630.8,1734
20250408,1715,17629.8,17636.6,17588.4,17622.1,1860
20250408,1730,17622.1,17629.8,17457.1,17460,5358
20250408,1745,17458,17518.8,17438.8,17493.7,6316
20250408,1800,17491.8,17527.5,17458.1,17476.4,2712
20250408,1815,17472.5,17524.6,17450.4,17476.4,2162
20250408,1830,17479.3,17587.3,17470.6,17582.5,3506
20250408,1845,17579.7,17809.3,17566.2,17774.6,11880
20250408,1900,17772.7,17853.7,17748.6,17851.9,8156
20250408,1915,17852.8,17979.2,17852.9,17937.8,9644
20250408,1930,17936.8,18077.7,17913.7,17918.5,11998
20250408,1945,17927.2,18035.2,17893.4,17999.5,6800
20250408,2000,17999.5,18073.8,17959.1,18043.9,4976
20250408,2015,18039.1,18062.2,17999.6,18032.4,3750
20250408,2030,18036.2,18037.1,17975.5,18014,4012
20250408,2045,18015,18019.8,17980.3,17998.6,2350
20250408,2100,18002.4,18043.9,17994.8,18032.4,2736
20250408,2115,18030.4,18140.4,18017,18133.7,7116
20250408,2130,18132.8,18179,18103.8,18164.6,6676
20250408,2145,18163.6,18190.6,18017,18090.3,14798
20250408,2200,18090.3,18151,18036.3,18124.1,9278
20250408,2215,18126,18173.2,18098.1,18123.1,7376
20250408,2230,18125,18162.6,18102.9,18137.6,5902
20250408,2245,18138.5,18170.4,18099,18100.9,5676
20250408,2300,18101.9,18128.8,18040.1,18040.1,5982
20250408,2315,18041.1,18094.1,18006.4,18023.7,6194
20250408,2330,18023.7,18038.1,17968.7,17973.5,7192
20250408,2345,17973.5,18069,17971.6,18046.8,4892
20250409,0,18046.8,18063.2,17928.2,18001.5,6806
20250409,15,18000.5,18014.9,17968.7,17969.6,3524
20250409,30,17968.7,17971.5,17835.5,17889.5,8364
20250409,45,17890.5,17912.6,17711.9,17732.2,9198
20250409,100,17730.2,17806.4,17706.2,17709,6876
20250409,115,17706.1,17731.1,17561.4,17598,7892
20250409,130,17599,17673.2,17491.9,17495.7,8232
20250409,145,17495.7,17788.1,17478.3,17730.2,11436
20250409,200,17733.1,17754.3,17594.2,17670.4,6668
20250409,215,17669.4,17679,17554.6,17572.9,4908
20250409,230,17574.8,17672.3,17556.5,17560.3,3574
20250409,245,17562.3,17733.1,17536.3,17537.2,6062
20250409,300,17540.1,17616.3,17530.5,17530.4,4000
20250409,315,17531.4,17548.7,17329.7,17340.3,6374
20250409,330,17341.2,17400.1,17257.3,17355.7,6396
20250409,345,17351.8,17356.6,17127,17139.5,6990
20250409,400,17141.4,17390.4,17110.6,17369.2,9032
20250409,415,17370.2,17403,17304.6,17341.2,3348
20250409,430,17341.2,17384.6,17284.3,17372.1,1798
20250409,445,17370.2,17377.9,17326.8,17352.8,1084
20250409,500,17352.8,17430.9,17352.9,17423.3,1458
20250409,900,17226.4,17375,17223.5,17375,17242
20250409,915,17373.1,17651,17364.4,17621.2,33018
20250409,930,17618.3,17619.2,17318.1,17337.4,21906
20250409,945,17337.4,17516.9,17304.6,17462.9,18762
20250409,1000,17462.9,17570.9,17333.6,17452.2,19234
20250409,1015,17449.3,17497.6,17384.7,17460.9,9366
20250409,1030,17458,17510.1,17368.3,17394.3,9548
20250409,1045,17395.3,17455.1,17310.4,17312.3,10334
20250409,1100,17315.2,17333.5,17165.6,17180,15056
20250409,1115,17181,17212.8,17019.8,17024.6,21674
20250409,1130,17025.6,17041.9,16825.8,16883.7,28544
20250409,1145,16888.5,17032.3,16850,16884.7,15270
20250409,1200,16885.6,16950.2,16798.8,16881.8,11362
20250409,1215,16880.8,16990.8,16711,16726.3,18022
20250409,1230,16720.6,16770.7,16625,16645.3,16234
20250409,1245,16645.3,16697.3,16560.4,16687.7,14144
20250409,1300,16685.8,16922.2,16666.5,16698.4,25248
20250409,1315,16699.3,16722.4,16544,16653,15100
20250409,1330,16655.9,16764.9,16634.7,16638.5,13680
20250409,1345,16640.4,16693.5,16564.2,16606.7,21236
20250409,1515,16734.1,16980.2,16731.2,16955.1,16274
20250409,1530,16954.2,16964.7,16863.5,16948.4,7170
20250409,1545,16947.4,17052.6,16902.1,17041,6046
20250409,1600,17042,17043.9,16963.9,17016.9,4636
20250409,1615,17015,17097,16903,16924.2,7534
20250409,1630,16927.1,16994.6,16893.4,16899.1,3712
20250409,1645,16900.1,16939.6,16821,16931.9,5540
20250409,1700,16933.9,16991.7,16907.9,16975.4,3290
20250409,1715,16974.4,17023.6,16922.3,16999.5,4744
20250409,1730,17000.5,17046.8,16942.6,16971.5,4158
20250409,1745,16973.5,16982.1,16911.7,16945.5,2884
20250409,1800,16944.5,16962.8,16897.2,16934.8,2688
20250409,1815,16935.8,16958.9,16872.2,16930,3622
20250409,1830,16927.1,16937.7,16837.4,16882.7,3610
20250409,1845,16880.8,16915.5,16823.9,16913.6,3762
20250409,1900,16916.5,16990.8,16873.1,16893.3,3692
20250409,1915,16893.3,16896.2,16550.7,16707,19314
20250409,1930,16709,16777.5,16608.6,16694.5,7420
20250409,1945,16693.5,16701.2,16425.2,16451.2,11318
20250409,2000,16452.2,16670.3,16424.3,16535.2,12926
20250409,2015,16538.1,16618.2,16477.4,16595.1,7996
20250409,2030,16590.2,16631.7,16522.7,16568,5410
20250409,2045,16568,16648.1,16530.4,16642.4,5444
20250409,2100,16643.3,16819.9,16629.9,16700.3,9878
20250409,2115,16700.3,16858.5,16700.3,16750.5,11430
20250409,2130,16750.5,16794.8,16705.2,16735,4398
20250409,2145,16737,16967.6,16713.8,16856.7,15376
20250409,2200,16848.9,16936.7,16806.5,16880.8,8874
20250409,2215,16879.8,17008.2,16779.5,16800.7,10150
20250409,2230,16795.8,16895.2,16787.2,16851.8,8482
20250409,2245,16855.7,16946.4,16827.7,16846,7494
20250409,2300,16848.9,16887.5,16623.1,16624,10828
20250409,2315,16627.9,16797.7,16622.1,16756.3,7816
20250409,2330,16758.2,16840.2,16749.6,16753.4,6536
20250409,2345,16756.3,16810.3,16663.7,16676.2,6072
20250410,0,16681,16824.8,16675.2,16763,5638
20250410,15,16758.2,16891.4,16732.2,16886.6,4418
20250410,30,16885.6,16896.2,16839.3,16849.9,3308
20250410,45,16846,16907.8,16828.7,16865.3,2158
20250410,100,16862.4,16950.2,16843.2,16898.2,2906
20250410,115,16894.3,17020.7,16885.7,16949.3,5676
20250410,130,16947.4,18019.8,16836.4,17836.4,29630
20250410,145,17850.9,18161.7,17695.5,17931,15186
20250410,200,17936.8,18120.2,17929.1,18110.6,8172
20250410,215,18106.7,18245.6,18103.8,18245.7,8694
20250410,230,18245.7,18245.6,18245.7,18245.7,230
20250410,245,18245.7,18245.6,18245.7,18245.7,124
20250410,300,18245.7,18245.6,18245.7,18245.7,982
20250410,315,18245.7,18245.6,18245.7,18245.7,134
20250410,330,18245.7,18245.6,18245.7,18245.7,200
20250410,345,18245.7,18245.6,18231.3,18245.7,156
20250410,400,18245.7,18245.6,18245.7,18245.7,130
20250410,415,18245.7,18245.6,18245.7,18245.7,168
20250410,430,18245.7,18245.6,18231.3,18245.7,220
20250410,445,18245.7,18245.6,18245.7,18245.7,146
20250410,500,18245.7,18245.6,18245.7,18245.7,160
20250410,900,18245.7,18245.6,18240.9,18245.7,1424
20250410,915,18245.7,18245.6,18245.7,18245.7,522
20250410,930,18245.7,18245.6,18245.7,18245.7,304
20250410,945,18245.7,18245.6,18245.7,18245.7,198
20250410,1000,18245.7,18245.6,18245.7,18245.7,86
20250410,1015,18245.7,18245.6,18245.7,18245.7,82
20250410,1030,18245.7,18245.6,18245.7,18245.7,94
20250410,1045,18245.7,18245.6,18245.7,18245.7,114
20250410,1100,18245.7,18245.6,18245.7,18245.7,144
20250410,1115,18245.7,18245.6,18245.7,18245.7,352
20250410,1130,18245.7,18245.6,18245.7,18245.7,178
20250410,1145,18245.7,18245.6,18244.8,18245.7,800
20250410,1200,18245.7,18245.6,18245.7,18245.7,220
20250410,1215,18245.7,18245.6,18245.7,18245.7,124
20250410,1230,18245.7,18245.6,18232.2,18245.7,606
20250410,1245,18229.3,18245.6,18229.3,18245.7,408
20250410,1300,18245.7,18245.6,18240.9,18240.9,630
20250410,1315,18245.7,18245.6,18243.8,18245.7,504
20250410,1330,18245.7,18245.6,18244.8,18245.7,830
20250410,1345,18245.7,18245.6,18245.7,18245.7,410
20250410,1515,18998.6,19058.4,18779.5,18882.8,22618
20250410,1530,18880.8,18904.9,18731.3,18750.5,8078
20250410,1545,18749.6,18764,18633.8,18655.9,8928
20250410,1600,18657.9,18790.1,18649.2,18733.2,6396
20250410,1615,18733.2,18751.4,18676.3,18710,5088
20250410,1630,18707.1,18741.8,18641.5,18661.7,4326
20250410,1645,18659.8,18672.3,18536.3,18643.4,6102
20250410,1700,18645.3,18678.1,18593.2,18603.8,2558
20250410,1715,18605.7,18667.5,18572,18658.8,3122
20250410,1730,18654,18694.5,18548.8,18604.8,5016
20250410,1745,18600,18663.6,18600,18605.7,3098
20250410,1800,18604.8,18634.7,18586.5,18603.8,2030
20250410,1815,18603.8,18712.8,18594.2,18702.3,2648
20250410,1830,18704.2,18735,18665.6,18683.9,2248
20250410,1845,18682,18755.3,18682,18720.6,2712
20250410,1900,18716.7,18716.7,18659.8,18661.7,1570
20250410,1915,18659.8,18696.4,18634.8,18655,2066
20250410,1930,18655,18702.2,18639.6,18685.9,1836
20250410,1945,18686.8,18733.1,18669.5,18706.1,1728
