Date,Time,Open,High,Low,Close,Volume
20260102.0,1515.0,30530.7,30541.0,30495.5,30501.7,1856.0
20260102.0,1530.0,30499.6,30508.9,30487.3,30501.7,532.0
20260102.0,1545.0,30500.7,30537.9,30499.7,30532.7,1018.0
20260102.0,1600.0,30528.6,30544.1,30516.2,30534.8,1326.0
20260102.0,1615.0,30532.7,30587.5,30530.7,30584.5,2494.0
20260102.0,1630.0,30582.4,30596.9,30573.2,30587.6,1768.0
20260102.0,1645.0,30587.6,30601.0,30579.4,30587.6,872.0
20260102.0,1700.0,30587.6,30618.6,30586.6,30610.4,1214.0
20260102.0,1715.0,30609.3,30663.1,30605.2,30660.0,2526.0
20260102.0,1730.0,30656.9,30666.2,30639.4,30663.1,1524.0
20260102.0,1745.0,30662.1,30680.7,30657.0,30679.7,1326.0
20260102.0,1800.0,30680.7,30687.9,30663.2,30666.2,1896.0
20260102.0,1815.0,30665.2,30668.3,30637.3,30641.4,2140.0
20260102.0,1830.0,30642.4,30661.0,30600.1,30623.8,2346.0
20260102.0,1845.0,30622.8,30637.2,30613.5,30635.2,1272.0
20260102.0,1900.0,30634.2,30657.9,30634.2,30647.6,1054.0
20260102.0,1915.0,30645.5,30665.1,30645.6,30652.8,606.0
20260102.0,1930.0,30653.8,30653.8,30638.3,30649.7,448.0
20260102.0,1945.0,30650.7,30662.0,30649.7,30659.0,562.0
20260102.0,2000.0,30658.0,30665.1,30650.8,30665.2,482.0
20260102.0,2015.0,30663.1,30664.1,30632.1,30643.5,816.0
20260102.0,2030.0,30645.5,30653.8,30644.6,30648.6,292.0
20260102.0,2045.0,30648.6,30650.7,30631.1,30649.7,696.0
20260102.0,2100.0,30650.7,30654.8,30638.3,30641.4,582.0
20260102.0,2115.0,30641.4,30652.7,30623.9,30644.5,944.0
20260102.0,2130.0,30643.5,30673.4,30642.5,30649.7,1086.0
20260102.0,2145.0,30648.6,30649.6,30618.7,30631.1,1652.0
20260102.0,2200.0,30629.0,30630.0,30575.2,30591.7,2928.0
20260102.0,2215.0,30589.7,30612.4,30580.4,30586.6,1358.0
20260102.0,2230.0,30583.5,30623.8,30580.4,30616.6,1160.0
20260102.0,2245.0,30614.5,30677.6,30607.3,30673.5,6402.0
20260102.0,2300.0,30672.4,30784.1,30671.5,30761.4,7578.0
20260102.0,2315.0,30764.5,30831.7,30665.2,30682.8,9864.0
20260102.0,2330.0,30681.8,30681.7,30568.0,30605.2,11836.0
20260102.0,2345.0,30605.2,30728.3,30589.7,30722.1,5882.0
20260103.0,0.0,30720.0,30725.2,30610.4,30622.8,6116.0
20260103.0,15.0,30620.7,30648.6,30588.7,30646.6,5434.0
20260103.0,30.0,30647.6,30671.4,30608.3,30626.9,2972.0
20260103.0,45.0,30626.9,30670.3,30620.8,30641.4,2006.0
20260103.0,100.0,30637.3,30648.6,30603.2,30643.5,1818.0
20260103.0,115.0,30640.4,30706.5,30624.9,30706.6,2168.0
20260103.0,130.0,30703.5,30708.6,30674.6,30697.3,1276.0
20260103.0,145.0,30699.3,30714.8,30675.6,30693.1,1364.0
20260103.0,200.0,30691.1,30694.1,30651.8,30665.2,1194.0
20260103.0,215.0,30660.0,30684.8,30636.3,30637.3,798.0
20260103.0,230.0,30637.3,30664.1,30629.0,30642.4,652.0
20260103.0,245.0,30643.5,30675.5,30635.2,30674.5,562.0
20260103.0,300.0,30674.5,30685.8,30631.1,30667.3,1042.0
20260103.0,315.0,30667.3,30747.9,30663.2,30738.7,2004.0
20260103.0,330.0,30739.7,30747.9,30711.8,30735.6,946.0
20260103.0,345.0,30739.7,30786.2,30739.8,30775.9,1314.0
20260103.0,400.0,30780.1,30787.3,30748.0,30752.1,756.0
20260103.0,415.0,30753.2,30781.0,30741.8,30773.8,832.0
20260103.0,430.0,30771.8,30799.7,30770.8,30784.2,1028.0
20260103.0,445.0,30783.2,30799.7,30782.2,30793.5,752.0
20260103.0,500.0,30794.5,30813.1,30773.9,30811.1,1574.0
20260105.0,900.0,30927.0,30958.0,30887.7,30903.2,13198.0
20260105.0,915.0,30902.2,31056.3,30895.0,31050.1,23066.0
20260105.0,930.0,31051.2,31124.6,31015.0,31118.4,13880.0
20260105.0,945.0,31116.4,31231.2,31080.2,31227.1,14324.0
20260105.0,1000.0,31229.1,31332.6,31184.7,31227.1,20760.0
20260105.0,1015.0,31230.2,31347.1,31230.2,31347.1,10202.0
20260105.0,1030.0,31347.1,31441.2,31323.4,31429.9,10284.0
20260105.0,1045.0,31428.9,31439.2,31327.5,31371.9,9404.0
20260105.0,1100.0,31369.9,31449.5,31346.1,31445.4,7034.0
20260105.0,1115.0,31446.4,31546.8,31428.9,31501.3,11400.0
20260105.0,1130.0,31499.2,31511.6,31462.0,31484.7,4388.0
20260105.0,1145.0,31483.7,31493.0,31432.0,31447.5,4616.0
20260105.0,1200.0,31446.4,31450.5,31359.6,31363.7,6400.0
20260105.0,1215.0,31362.6,31440.2,31362.7,31433.0,4516.0
